HP00 [405000, 1205000]
SH50 [255000, 305000]
SH51 [255000, 315000]
SH52 [255000, 325000]
SH53 [255000, 335000]
SH54 [255000, 345000]
SH55 [255000, 355000]
SH56 [255000, 365000]
SH57 [255000, 375000]
SH58 [255000, 385000]
SH59 [255000, 395000]
SH60 [265000, 305000]
SH61 [265000, 315000]
SH62 [265000, 325000]
SH63 [265000, 335000]
SH64 [265000, 345000]
SH65 [265000, 355000]
SH66 [265000, 365000]
SH67 [265000, 375000]
SH68 [265000, 385000]
SH69 [265000, 395000]
SH70 [275000, 305000]
SH71 [275000, 315000]
SH72 [275000, 325000]
SH73 [275000, 335000]
SH74 [275000, 345000]
SH75 [275000, 355000]
SH76 [275000, 365000]
SH77 [275000, 375000]
SH78 [275000, 385000]
SH79 [275000, 395000]
SH80 [285000, 305000]
SH81 [285000, 315000]
SH82 [285000, 325000]
SH83 [285000, 335000]
SH84 [285000, 345000]
SH85 [285000, 355000]
SH86 [285000, 365000]
SH87 [285000, 375000]
SH88 [285000, 385000]
SH89 [285000, 395000]
SH90 [295000, 305000]
SH91 [295000, 315000]
SH92 [295000, 325000]
SH93 [295000, 335000]
SH94 [295000, 345000]
SH95 [295000, 355000]
SH96 [295000, 365000]
SH97 [295000, 375000]
SH98 [295000, 385000]
SH99 [295000, 395000]
SJ00 [305000, 305000]
SJ01 [305000, 315000]
SJ02 [305000, 325000]
SJ03 [305000, 335000]
SJ04 [305000, 345000]
SJ05 [305000, 355000]
SJ06 [305000, 365000]
SJ07 [305000, 375000]
SJ08 [305000, 385000]
SJ09 [305000, 395000]
SJ10 [315000, 305000]
SJ11 [315000, 315000]
SJ12 [315000, 325000]
SJ13 [315000, 335000]
SJ14 [315000, 345000]
SJ15 [315000, 355000]
SJ16 [315000, 365000]
SJ17 [315000, 375000]
SJ18 [315000, 385000]
SJ19 [315000, 395000]
SJ20 [325000, 305000]
SJ21 [325000, 315000]
SJ22 [325000, 325000]
SJ23 [325000, 335000]
SJ24 [325000, 345000]
SJ25 [325000, 355000]
SJ26 [325000, 365000]
SJ27 [325000, 375000]
SJ28 [325000, 385000]
SJ29 [325000, 395000]
SJ30 [335000, 305000]
SJ31 [335000, 315000]
SJ32 [335000, 325000]
SJ33 [335000, 335000]
SJ34 [335000, 345000]
SJ35 [335000, 355000]
SJ36 [335000, 365000]
SJ37 [335000, 375000]
SJ38 [335000, 385000]
SJ39 [335000, 395000]
SJ40 [345000, 305000]
SJ41 [345000, 315000]
SJ42 [345000, 325000]
SJ43 [345000, 335000]
SJ44 [345000, 345000]
SJ45 [345000, 355000]
SJ46 [345000, 365000]
SJ47 [345000, 375000]
SJ48 [345000, 385000]
SJ49 [345000, 395000]
SJ50 [355000, 305000]
SJ51 [355000, 315000]
SJ52 [355000, 325000]
SJ53 [355000, 335000]
SJ54 [355000, 345000]
SJ55 [355000, 355000]
SJ56 [355000, 365000]
SJ57 [355000, 375000]
SJ58 [355000, 385000]
SJ59 [355000, 395000]
SJ60 [365000, 305000]
SJ61 [365000, 315000]
SJ62 [365000, 325000]
SJ63 [365000, 335000]
SJ64 [365000, 345000]
SJ65 [365000, 355000]
SJ66 [365000, 365000]
SJ67 [365000, 375000]
SJ68 [365000, 385000]
SJ69 [365000, 395000]
SJ70 [375000, 305000]
SJ71 [375000, 315000]
SJ72 [375000, 325000]
SJ73 [375000, 335000]
SJ74 [375000, 345000]
SJ75 [375000, 355000]
SJ76 [375000, 365000]
SJ77 [375000, 375000]
SJ78 [375000, 385000]
SJ79 [375000, 395000]
SJ80 [385000, 305000]
SJ81 [385000, 315000]
SJ82 [385000, 325000]
SJ83 [385000, 335000]
SJ84 [385000, 345000]
SJ85 [385000, 355000]
SJ86 [385000, 365000]
SJ87 [385000, 375000]
SJ88 [385000, 385000]
SJ89 [385000, 395000]
SJ90 [395000, 305000]
SJ91 [395000, 315000]
SJ92 [395000, 325000]
SJ93 [395000, 335000]
SJ94 [395000, 345000]
SJ95 [395000, 355000]
SJ96 [395000, 365000]
SJ97 [395000, 375000]
SJ98 [395000, 385000]
SJ99 [395000, 395000]
SK00 [405000, 305000]
SK01 [405000, 315000]
SK02 [405000, 325000]
SK03 [405000, 335000]
SK04 [405000, 345000]
SK05 [405000, 355000]
SK06 [405000, 365000]
SK07 [405000, 375000]
SK08 [405000, 385000]
SK09 [405000, 395000]
SK10 [415000, 305000]
SK11 [415000, 315000]
SK12 [415000, 325000]
SK13 [415000, 335000]
SK14 [415000, 345000]
SK15 [415000, 355000]
SK16 [415000, 365000]
SK17 [415000, 375000]
SK18 [415000, 385000]
SK19 [415000, 395000]
SK20 [425000, 305000]
SK21 [425000, 315000]
SK22 [425000, 325000]
SK23 [425000, 335000]
SK24 [425000, 345000]
SK25 [425000, 355000]
SK26 [425000, 365000]
SK27 [425000, 375000]
SK28 [425000, 385000]
SK29 [425000, 395000]
SK30 [435000, 305000]
SK31 [435000, 315000]
SK32 [435000, 325000]
SK33 [435000, 335000]
SK34 [435000, 345000]
SK35 [435000, 355000]
SK36 [435000, 365000]
SK37 [435000, 375000]
SK38 [435000, 385000]
SK39 [435000, 395000]
SK40 [445000, 305000]
SK41 [445000, 315000]
SK42 [445000, 325000]
SK43 [445000, 335000]
SK44 [445000, 345000]
SK45 [445000, 355000]
SK46 [445000, 365000]
SK47 [445000, 375000]
SK48 [445000, 385000]
SK49 [445000, 395000]
SK50 [455000, 305000]
SK51 [455000, 315000]
SK52 [455000, 325000]
SK53 [455000, 335000]
SK54 [455000, 345000]
SK55 [455000, 355000]
SK56 [455000, 365000]
SK57 [455000, 375000]
SK58 [455000, 385000]
SK59 [455000, 395000]
SK60 [465000, 305000]
SK61 [465000, 315000]
SK62 [465000, 325000]
SK63 [465000, 335000]
SK64 [465000, 345000]
SK65 [465000, 355000]
SK66 [465000, 365000]
SK67 [465000, 375000]
SK68 [465000, 385000]
SK69 [465000, 395000]
SK70 [475000, 305000]
SK71 [475000, 315000]
SK72 [475000, 325000]
SK73 [475000, 335000]
SK74 [475000, 345000]
SK75 [475000, 355000]
SK76 [475000, 365000]
SK77 [475000, 375000]
SK78 [475000, 385000]
SK79 [475000, 395000]
SK80 [485000, 305000]
SK81 [485000, 315000]
SK82 [485000, 325000]
SK83 [485000, 335000]
SK84 [485000, 345000]
SK85 [485000, 355000]
SK86 [485000, 365000]
SK87 [485000, 375000]
SK88 [485000, 385000]
SK89 [485000, 395000]
SK90 [495000, 305000]
SK91 [495000, 315000]
SK92 [495000, 325000]
SK93 [495000, 335000]
SK94 [495000, 345000]
SK95 [495000, 355000]
SK96 [495000, 365000]
SK97 [495000, 375000]
SK98 [495000, 385000]
SK99 [495000, 395000]
SM00 [105000, 205000]
SM01 [105000, 215000]
SM02 [105000, 225000]
SM03 [105000, 235000]
SM04 [105000, 245000]
SM05 [105000, 255000]
SM06 [105000, 265000]
SM07 [105000, 275000]
SM08 [105000, 285000]
SM09 [105000, 295000]
SM10 [115000, 205000]
SM11 [115000, 215000]
SM12 [115000, 225000]
SM13 [115000, 235000]
SM14 [115000, 245000]
SM15 [115000, 255000]
SM16 [115000, 265000]
SM17 [115000, 275000]
SM18 [115000, 285000]
SM19 [115000, 295000]
SM20 [125000, 205000]
SM21 [125000, 215000]
SM22 [125000, 225000]
SM23 [125000, 235000]
SM24 [125000, 245000]
SM25 [125000, 255000]
SM26 [125000, 265000]
SM27 [125000, 275000]
SM28 [125000, 285000]
SM29 [125000, 295000]
SM30 [135000, 205000]
SM31 [135000, 215000]
SM32 [135000, 225000]
SM33 [135000, 235000]
SM34 [135000, 245000]
SM35 [135000, 255000]
SM36 [135000, 265000]
SM37 [135000, 275000]
SM38 [135000, 285000]
SM39 [135000, 295000]
SM40 [145000, 205000]
SM41 [145000, 215000]
SM42 [145000, 225000]
SM43 [145000, 235000]
SM44 [145000, 245000]
SM45 [145000, 255000]
SM46 [145000, 265000]
SM47 [145000, 275000]
SM48 [145000, 285000]
SM49 [145000, 295000]
SM50 [155000, 205000]
SM51 [155000, 215000]
SM52 [155000, 225000]
SM53 [155000, 235000]
SM54 [155000, 245000]
SM55 [155000, 255000]
SM56 [155000, 265000]
SM57 [155000, 275000]
SM58 [155000, 285000]
SM59 [155000, 295000]
SM60 [165000, 205000]
SM61 [165000, 215000]
SM62 [165000, 225000]
SM63 [165000, 235000]
SM64 [165000, 245000]
SM65 [165000, 255000]
SM66 [165000, 265000]
SM67 [165000, 275000]
SM68 [165000, 285000]
SM69 [165000, 295000]
SM70 [175000, 205000]
SM71 [175000, 215000]
SM72 [175000, 225000]
SM73 [175000, 235000]
SM74 [175000, 245000]
SM75 [175000, 255000]
SM76 [175000, 265000]
SM77 [175000, 275000]
SM78 [175000, 285000]
SM79 [175000, 295000]
SM80 [185000, 205000]
SM81 [185000, 215000]
SM82 [185000, 225000]
SM83 [185000, 235000]
SM84 [185000, 245000]
SM85 [185000, 255000]
SM86 [185000, 265000]
SM87 [185000, 275000]
SM88 [185000, 285000]
SM89 [185000, 295000]
SM90 [195000, 205000]
SM91 [195000, 215000]
SM92 [195000, 225000]
SM93 [195000, 235000]
SM94 [195000, 245000]
SM95 [195000, 255000]
SM96 [195000, 265000]
SM97 [195000, 275000]
SM98 [195000, 285000]
SM99 [195000, 295000]
SN00 [205000, 205000]
SN01 [205000, 215000]
SN02 [205000, 225000]
SN03 [205000, 235000]
SN04 [205000, 245000]
SN05 [205000, 255000]
SN06 [205000, 265000]
SN07 [205000, 275000]
SN08 [205000, 285000]
SN09 [205000, 295000]
SN10 [215000, 205000]
SN11 [215000, 215000]
SN12 [215000, 225000]
SN13 [215000, 235000]
SN14 [215000, 245000]
SN15 [215000, 255000]
SN16 [215000, 265000]
SN17 [215000, 275000]
SN18 [215000, 285000]
SN19 [215000, 295000]
SN20 [225000, 205000]
SN21 [225000, 215000]
SN22 [225000, 225000]
SN23 [225000, 235000]
SN24 [225000, 245000]
SN25 [225000, 255000]
SN26 [225000, 265000]
SN27 [225000, 275000]
SN28 [225000, 285000]
SN29 [225000, 295000]
SN30 [235000, 205000]
SN31 [235000, 215000]
SN32 [235000, 225000]
SN33 [235000, 235000]
SN34 [235000, 245000]
SN35 [235000, 255000]
SN36 [235000, 265000]
SN37 [235000, 275000]
SN38 [235000, 285000]
SN39 [235000, 295000]
SN40 [245000, 205000]
SN41 [245000, 215000]
SN42 [245000, 225000]
SN43 [245000, 235000]
SN44 [245000, 245000]
SN45 [245000, 255000]
SN46 [245000, 265000]
SN47 [245000, 275000]
SN48 [245000, 285000]
SN49 [245000, 295000]
SN50 [255000, 205000]
SN51 [255000, 215000]
SN52 [255000, 225000]
SN53 [255000, 235000]
SN54 [255000, 245000]
SN55 [255000, 255000]
SN56 [255000, 265000]
SN57 [255000, 275000]
SN58 [255000, 285000]
SN59 [255000, 295000]
SN60 [265000, 205000]
SN61 [265000, 215000]
SN62 [265000, 225000]
SN63 [265000, 235000]
SN64 [265000, 245000]
SN65 [265000, 255000]
SN66 [265000, 265000]
SN67 [265000, 275000]
SN68 [265000, 285000]
SN69 [265000, 295000]
SN70 [275000, 205000]
SN71 [275000, 215000]
SN72 [275000, 225000]
SN73 [275000, 235000]
SN74 [275000, 245000]
SN75 [275000, 255000]
SN76 [275000, 265000]
SN77 [275000, 275000]
SN78 [275000, 285000]
SN79 [275000, 295000]
SN80 [285000, 205000]
SN81 [285000, 215000]
SN82 [285000, 225000]
SN83 [285000, 235000]
SN84 [285000, 245000]
SN85 [285000, 255000]
SN86 [285000, 265000]
SN87 [285000, 275000]
SN88 [285000, 285000]
SN89 [285000, 295000]
SN90 [295000, 205000]
SN91 [295000, 215000]
SN92 [295000, 225000]
SN93 [295000, 235000]
SN94 [295000, 245000]
SN95 [295000, 255000]
SN96 [295000, 265000]
SN97 [295000, 275000]
SN98 [295000, 285000]
SN99 [295000, 295000]
SO00 [305000, 205000]
SO01 [305000, 215000]
SO02 [305000, 225000]
SO03 [305000, 235000]
SO04 [305000, 245000]
SO05 [305000, 255000]
SO06 [305000, 265000]
SO07 [305000, 275000]
SO08 [305000, 285000]
SO09 [305000, 295000]
SO10 [315000, 205000]
SO11 [315000, 215000]
SO12 [315000, 225000]
SO13 [315000, 235000]
SO14 [315000, 245000]
SO15 [315000, 255000]
SO16 [315000, 265000]
SO17 [315000, 275000]
SO18 [315000, 285000]
SO19 [315000, 295000]
SO20 [325000, 205000]
SO21 [325000, 215000]
SO22 [325000, 225000]
SO23 [325000, 235000]
SO24 [325000, 245000]
SO25 [325000, 255000]
SO26 [325000, 265000]
SO27 [325000, 275000]
SO28 [325000, 285000]
SO29 [325000, 295000]
SO30 [335000, 205000]
SO31 [335000, 215000]
SO32 [335000, 225000]
SO33 [335000, 235000]
SO34 [335000, 245000]
SO35 [335000, 255000]
SO36 [335000, 265000]
SO37 [335000, 275000]
SO38 [335000, 285000]
SO39 [335000, 295000]
SO40 [345000, 205000]
SO41 [345000, 215000]
SO42 [345000, 225000]
SO43 [345000, 235000]
SO44 [345000, 245000]
SO45 [345000, 255000]
SO46 [345000, 265000]
SO47 [345000, 275000]
SO48 [345000, 285000]
SO49 [345000, 295000]
SO50 [355000, 205000]
SO51 [355000, 215000]
SO52 [355000, 225000]
SO53 [355000, 235000]
SO54 [355000, 245000]
SO55 [355000, 255000]
SO56 [355000, 265000]
SO57 [355000, 275000]
SO58 [355000, 285000]
SO59 [355000, 295000]
SO60 [365000, 205000]
SO61 [365000, 215000]
SO62 [365000, 225000]
SO63 [365000, 235000]
SO64 [365000, 245000]
SO65 [365000, 255000]
SO66 [365000, 265000]
SO67 [365000, 275000]
SO68 [365000, 285000]
SO69 [365000, 295000]
SO70 [375000, 205000]
SO71 [375000, 215000]
SO72 [375000, 225000]
SO73 [375000, 235000]
SO74 [375000, 245000]
SO75 [375000, 255000]
SO76 [375000, 265000]
SO77 [375000, 275000]
SO78 [375000, 285000]
SO79 [375000, 295000]
SO80 [385000, 205000]
SO81 [385000, 215000]
SO82 [385000, 225000]
SO83 [385000, 235000]
SO84 [385000, 245000]
SO85 [385000, 255000]
SO86 [385000, 265000]
SO87 [385000, 275000]
SO88 [385000, 285000]
SO89 [385000, 295000]
SO90 [395000, 205000]
SO91 [395000, 215000]
SO92 [395000, 225000]
SO93 [395000, 235000]
SO94 [395000, 245000]
SO95 [395000, 255000]
SO96 [395000, 265000]
SO97 [395000, 275000]
SO98 [395000, 285000]
SO99 [395000, 295000]
SP00 [405000, 205000]
SP01 [405000, 215000]
SP02 [405000, 225000]
SP03 [405000, 235000]
SP04 [405000, 245000]
SP05 [405000, 255000]
SP06 [405000, 265000]
SP07 [405000, 275000]
SP08 [405000, 285000]
SP09 [405000, 295000]
SP10 [415000, 205000]
SP11 [415000, 215000]
SP12 [415000, 225000]
SP13 [415000, 235000]
SP14 [415000, 245000]
SP15 [415000, 255000]
SP16 [415000, 265000]
SP17 [415000, 275000]
SP18 [415000, 285000]
SP19 [415000, 295000]
SP20 [425000, 205000]
SP21 [425000, 215000]
SP22 [425000, 225000]
SP23 [425000, 235000]
SP24 [425000, 245000]
SP25 [425000, 255000]
SP26 [425000, 265000]
SP27 [425000, 275000]
SP28 [425000, 285000]
SP29 [425000, 295000]
SP30 [435000, 205000]
SP31 [435000, 215000]
SP32 [435000, 225000]
SP33 [435000, 235000]
SP34 [435000, 245000]
SP35 [435000, 255000]
SP36 [435000, 265000]
SP37 [435000, 275000]
SP38 [435000, 285000]
SP39 [435000, 295000]
SP40 [445000, 205000]
SP41 [445000, 215000]
SP42 [445000, 225000]
SP43 [445000, 235000]
SP44 [445000, 245000]
SP45 [445000, 255000]
SP46 [445000, 265000]
SP47 [445000, 275000]
SP48 [445000, 285000]
SP49 [445000, 295000]
SP50 [455000, 205000]
SP51 [455000, 215000]
SP52 [455000, 225000]
SP53 [455000, 235000]
SP54 [455000, 245000]
SP55 [455000, 255000]
SP56 [455000, 265000]
SP57 [455000, 275000]
SP58 [455000, 285000]
SP59 [455000, 295000]
SP60 [465000, 205000]
SP61 [465000, 215000]
SP62 [465000, 225000]
SP63 [465000, 235000]
SP64 [465000, 245000]
SP65 [465000, 255000]
SP66 [465000, 265000]
SP67 [465000, 275000]
SP68 [465000, 285000]
SP69 [465000, 295000]
SP70 [475000, 205000]
SP71 [475000, 215000]
SP72 [475000, 225000]
SP73 [475000, 235000]
SP74 [475000, 245000]
SP75 [475000, 255000]
SP76 [475000, 265000]
SP77 [475000, 275000]
SP78 [475000, 285000]
SP79 [475000, 295000]
SP80 [485000, 205000]
SP81 [485000, 215000]
SP82 [485000, 225000]
SP83 [485000, 235000]
SP84 [485000, 245000]
SP85 [485000, 255000]
SP86 [485000, 265000]
SP87 [485000, 275000]
SP88 [485000, 285000]
SP89 [485000, 295000]
SP90 [495000, 205000]
SP91 [495000, 215000]
SP92 [495000, 225000]
SP93 [495000, 235000]
SP94 [495000, 245000]
SP95 [495000, 255000]
SP96 [495000, 265000]
SP97 [495000, 275000]
SP98 [495000, 285000]
SP99 [495000, 295000]
SR00 [105000, 105000]
SR01 [105000, 115000]
SR02 [105000, 125000]
SR03 [105000, 135000]
SR04 [105000, 145000]
SR05 [105000, 155000]
SR06 [105000, 165000]
SR07 [105000, 175000]
SR08 [105000, 185000]
SR09 [105000, 195000]
SR10 [115000, 105000]
SR11 [115000, 115000]
SR12 [115000, 125000]
SR13 [115000, 135000]
SR14 [115000, 145000]
SR15 [115000, 155000]
SR16 [115000, 165000]
SR17 [115000, 175000]
SR18 [115000, 185000]
SR19 [115000, 195000]
SR20 [125000, 105000]
SR21 [125000, 115000]
SR22 [125000, 125000]
SR23 [125000, 135000]
SR24 [125000, 145000]
SR25 [125000, 155000]
SR26 [125000, 165000]
SR27 [125000, 175000]
SR28 [125000, 185000]
SR29 [125000, 195000]
SR30 [135000, 105000]
SR31 [135000, 115000]
SR32 [135000, 125000]
SR33 [135000, 135000]
SR34 [135000, 145000]
SR35 [135000, 155000]
SR36 [135000, 165000]
SR37 [135000, 175000]
SR38 [135000, 185000]
SR39 [135000, 195000]
SR40 [145000, 105000]
SR41 [145000, 115000]
SR42 [145000, 125000]
SR43 [145000, 135000]
SR44 [145000, 145000]
SR45 [145000, 155000]
SR46 [145000, 165000]
SR47 [145000, 175000]
SR48 [145000, 185000]
SR49 [145000, 195000]
SR50 [155000, 105000]
SR51 [155000, 115000]
SR52 [155000, 125000]
SR53 [155000, 135000]
SR54 [155000, 145000]
SR55 [155000, 155000]
SR56 [155000, 165000]
SR57 [155000, 175000]
SR58 [155000, 185000]
SR59 [155000, 195000]
SR60 [165000, 105000]
SR61 [165000, 115000]
SR62 [165000, 125000]
SR63 [165000, 135000]
SR64 [165000, 145000]
SR65 [165000, 155000]
SR66 [165000, 165000]
SR67 [165000, 175000]
SR68 [165000, 185000]
SR69 [165000, 195000]
SR70 [175000, 105000]
SR71 [175000, 115000]
SR72 [175000, 125000]
SR73 [175000, 135000]
SR74 [175000, 145000]
SR75 [175000, 155000]
SR76 [175000, 165000]
SR77 [175000, 175000]
SR78 [175000, 185000]
SR79 [175000, 195000]
SR80 [185000, 105000]
SR81 [185000, 115000]
SR82 [185000, 125000]
SR83 [185000, 135000]
SR84 [185000, 145000]
SR85 [185000, 155000]
SR86 [185000, 165000]
SR87 [185000, 175000]
SR88 [185000, 185000]
SR89 [185000, 195000]
SR90 [195000, 105000]
SR91 [195000, 115000]
SR92 [195000, 125000]
SR93 [195000, 135000]
SR94 [195000, 145000]
SR95 [195000, 155000]
SR96 [195000, 165000]
SR97 [195000, 175000]
SR98 [195000, 185000]
SR99 [195000, 195000]
SS00 [205000, 105000]
SS01 [205000, 115000]
SS02 [205000, 125000]
SS03 [205000, 135000]
SS04 [205000, 145000]
SS05 [205000, 155000]
SS06 [205000, 165000]
SS07 [205000, 175000]
SS08 [205000, 185000]
SS09 [205000, 195000]
SS10 [215000, 105000]
SS11 [215000, 115000]
SS12 [215000, 125000]
SS13 [215000, 135000]
SS14 [215000, 145000]
SS15 [215000, 155000]
SS16 [215000, 165000]
SS17 [215000, 175000]
SS18 [215000, 185000]
SS19 [215000, 195000]
SS20 [225000, 105000]
SS21 [225000, 115000]
SS22 [225000, 125000]
SS23 [225000, 135000]
SS24 [225000, 145000]
SS25 [225000, 155000]
SS26 [225000, 165000]
SS27 [225000, 175000]
SS28 [225000, 185000]
SS29 [225000, 195000]
SS30 [235000, 105000]
SS31 [235000, 115000]
SS32 [235000, 125000]
SS33 [235000, 135000]
SS34 [235000, 145000]
SS35 [235000, 155000]
SS36 [235000, 165000]
SS37 [235000, 175000]
SS38 [235000, 185000]
SS39 [235000, 195000]
SS40 [245000, 105000]
SS41 [245000, 115000]
SS42 [245000, 125000]
SS43 [245000, 135000]
SS44 [245000, 145000]
SS45 [245000, 155000]
SS46 [245000, 165000]
SS47 [245000, 175000]
SS48 [245000, 185000]
SS49 [245000, 195000]
SS50 [255000, 105000]
SS51 [255000, 115000]
SS52 [255000, 125000]
SS53 [255000, 135000]
SS54 [255000, 145000]
SS55 [255000, 155000]
SS56 [255000, 165000]
SS57 [255000, 175000]
SS58 [255000, 185000]
SS59 [255000, 195000]
SS60 [265000, 105000]
SS61 [265000, 115000]
SS62 [265000, 125000]
SS63 [265000, 135000]
SS64 [265000, 145000]
SS65 [265000, 155000]
SS66 [265000, 165000]
SS67 [265000, 175000]
SS68 [265000, 185000]
SS69 [265000, 195000]
SS70 [275000, 105000]
SS71 [275000, 115000]
SS72 [275000, 125000]
SS73 [275000, 135000]
SS74 [275000, 145000]
SS75 [275000, 155000]
SS76 [275000, 165000]
SS77 [275000, 175000]
SS78 [275000, 185000]
SS79 [275000, 195000]
SS80 [285000, 105000]
SS81 [285000, 115000]
SS82 [285000, 125000]
SS83 [285000, 135000]
SS84 [285000, 145000]
SS85 [285000, 155000]
SS86 [285000, 165000]
SS87 [285000, 175000]
SS88 [285000, 185000]
SS89 [285000, 195000]
SS90 [295000, 105000]
SS91 [295000, 115000]
SS92 [295000, 125000]
SS93 [295000, 135000]
SS94 [295000, 145000]
SS95 [295000, 155000]
SS96 [295000, 165000]
SS97 [295000, 175000]
SS98 [295000, 185000]
SS99 [295000, 195000]
ST00 [305000, 105000]
ST01 [305000, 115000]
ST02 [305000, 125000]
ST03 [305000, 135000]
ST04 [305000, 145000]
ST05 [305000, 155000]
ST06 [305000, 165000]
ST07 [305000, 175000]
ST08 [305000, 185000]
ST09 [305000, 195000]
ST10 [315000, 105000]
ST11 [315000, 115000]
ST12 [315000, 125000]
ST13 [315000, 135000]
ST14 [315000, 145000]
ST15 [315000, 155000]
ST16 [315000, 165000]
ST17 [315000, 175000]
ST18 [315000, 185000]
ST19 [315000, 195000]
ST20 [325000, 105000]
ST21 [325000, 115000]
ST22 [325000, 125000]
ST23 [325000, 135000]
ST24 [325000, 145000]
ST25 [325000, 155000]
ST26 [325000, 165000]
ST27 [325000, 175000]
ST28 [325000, 185000]
ST29 [325000, 195000]
ST30 [335000, 105000]
ST31 [335000, 115000]
ST32 [335000, 125000]
ST33 [335000, 135000]
ST34 [335000, 145000]
ST35 [335000, 155000]
ST36 [335000, 165000]
ST37 [335000, 175000]
ST38 [335000, 185000]
ST39 [335000, 195000]
ST40 [345000, 105000]
ST41 [345000, 115000]
ST42 [345000, 125000]
ST43 [345000, 135000]
ST44 [345000, 145000]
ST45 [345000, 155000]
ST46 [345000, 165000]
ST47 [345000, 175000]
ST48 [345000, 185000]
ST49 [345000, 195000]
ST50 [355000, 105000]
ST51 [355000, 115000]
ST52 [355000, 125000]
ST53 [355000, 135000]
ST54 [355000, 145000]
ST55 [355000, 155000]
ST56 [355000, 165000]
ST57 [355000, 175000]
ST58 [355000, 185000]
ST59 [355000, 195000]
ST60 [365000, 105000]
ST61 [365000, 115000]
ST62 [365000, 125000]
ST63 [365000, 135000]
ST64 [365000, 145000]
ST65 [365000, 155000]
ST66 [365000, 165000]
ST67 [365000, 175000]
ST68 [365000, 185000]
ST69 [365000, 195000]
ST70 [375000, 105000]
ST71 [375000, 115000]
ST72 [375000, 125000]
ST73 [375000, 135000]
ST74 [375000, 145000]
ST75 [375000, 155000]
ST76 [375000, 165000]
ST77 [375000, 175000]
ST78 [375000, 185000]
ST79 [375000, 195000]
ST80 [385000, 105000]
ST81 [385000, 115000]
ST82 [385000, 125000]
ST83 [385000, 135000]
ST84 [385000, 145000]
ST85 [385000, 155000]
ST86 [385000, 165000]
ST87 [385000, 175000]
ST88 [385000, 185000]
ST89 [385000, 195000]
ST90 [395000, 105000]
ST91 [395000, 115000]
ST92 [395000, 125000]
ST93 [395000, 135000]
ST94 [395000, 145000]
ST95 [395000, 155000]
ST96 [395000, 165000]
ST97 [395000, 175000]
ST98 [395000, 185000]
ST99 [395000, 195000]
SU00 [405000, 105000]
SU01 [405000, 115000]
SU02 [405000, 125000]
SU03 [405000, 135000]
SU04 [405000, 145000]
SU05 [405000, 155000]
SU06 [405000, 165000]
SU07 [405000, 175000]
SU08 [405000, 185000]
SU09 [405000, 195000]
SU10 [415000, 105000]
SU11 [415000, 115000]
SU12 [415000, 125000]
SU13 [415000, 135000]
SU14 [415000, 145000]
SU15 [415000, 155000]
SU16 [415000, 165000]
SU17 [415000, 175000]
SU18 [415000, 185000]
SU19 [415000, 195000]
SU20 [425000, 105000]
SU21 [425000, 115000]
SU22 [425000, 125000]
SU23 [425000, 135000]
SU24 [425000, 145000]
SU25 [425000, 155000]
SU26 [425000, 165000]
SU27 [425000, 175000]
SU28 [425000, 185000]
SU29 [425000, 195000]
SU30 [435000, 105000]
SU31 [435000, 115000]
SU32 [435000, 125000]
SU33 [435000, 135000]
SU34 [435000, 145000]
SU35 [435000, 155000]
SU36 [435000, 165000]
SU37 [435000, 175000]
SU38 [435000, 185000]
SU39 [435000, 195000]
SU40 [445000, 105000]
SU41 [445000, 115000]
SU42 [445000, 125000]
SU43 [445000, 135000]
SU44 [445000, 145000]
SU45 [445000, 155000]
SU46 [445000, 165000]
SU47 [445000, 175000]
SU48 [445000, 185000]
SU49 [445000, 195000]
SU50 [455000, 105000]
SU51 [455000, 115000]
SU52 [455000, 125000]
SU53 [455000, 135000]
SU54 [455000, 145000]
SU55 [455000, 155000]
SU56 [455000, 165000]
SU57 [455000, 175000]
SU58 [455000, 185000]
SU59 [455000, 195000]
SU60 [465000, 105000]
SU61 [465000, 115000]
SU62 [465000, 125000]
SU63 [465000, 135000]
SU64 [465000, 145000]
SU65 [465000, 155000]
SU66 [465000, 165000]
SU67 [465000, 175000]
SU68 [465000, 185000]
SU69 [465000, 195000]
SU70 [475000, 105000]
SU71 [475000, 115000]
SU72 [475000, 125000]
SU73 [475000, 135000]
SU74 [475000, 145000]
SU75 [475000, 155000]
SU76 [475000, 165000]
SU77 [475000, 175000]
SU78 [475000, 185000]
SU79 [475000, 195000]
SU80 [485000, 105000]
SU81 [485000, 115000]
SU82 [485000, 125000]
SU83 [485000, 135000]
SU84 [485000, 145000]
SU85 [485000, 155000]
SU86 [485000, 165000]
SU87 [485000, 175000]
SU88 [485000, 185000]
SU89 [485000, 195000]
SU90 [495000, 105000]
SU91 [495000, 115000]
SU92 [495000, 125000]
SU93 [495000, 135000]
SU94 [495000, 145000]
SU95 [495000, 155000]
SU96 [495000, 165000]
SU97 [495000, 175000]
SU98 [495000, 185000]
SU99 [495000, 195000]
SV00 [5000, 5000]
SV01 [5000, 15000]
SV02 [5000, 25000]
SV03 [5000, 35000]
SV04 [5000, 45000]
SV05 [5000, 55000]
SV06 [5000, 65000]
SV07 [5000, 75000]
SV08 [5000, 85000]
SV09 [5000, 95000]
SV10 [15000, 5000]
SV11 [15000, 15000]
SV12 [15000, 25000]
SV13 [15000, 35000]
SV14 [15000, 45000]
SV15 [15000, 55000]
SV16 [15000, 65000]
SV17 [15000, 75000]
